home_team,away_team,home_score,away_score,tournament,city,country,neutral,Winner,Won_by_goals,Year,Month,Total_goals,matches,Tie,H/A/T
South Africa,Angola,2,1,Friendly,Cape Town,South Africa,False,South Africa,1,2015,June,3,1,0,H
Suriname,Nicaragua,1,3,FIFA World Cup qualification,Paramaribo,Suriname,False,Nicaragua,2,2015,June,4,1,0,A
Turkmenistan,Iran,1,1,FIFA World Cup qualification,Daşoguz,Turkmenistan,False,Tie,0,2015,June,2,1,1,T
Yemen,Philippines,0,2,FIFA World Cup qualification,Doha,Qatar,True,Philippines,2,2015,June,2,1,0,A
Brazil,Colombia,0,1,Copa América,Santiago,Chile,True,Colombia,1,2015,June,1,1,0,A
Székely Land,County of Nice,2,3,CONIFA European Football Cup,Debrecen,Hungary,False,County of Nice,1,2015,June,5,1,0,A
Padania,Romani people,3,2,CONIFA European Football Cup,Debrecen,Hungary,True,Padania,1,2015,June,5,1,0,H
Peru,Venezuela,1,0,Copa América,Valparaíso,Chile,True,Peru,1,2015,June,1,1,0,H
Székely Land,Felvidék,1,3,CONIFA European Football Cup,Debrecen,Hungary,False,Felvidék,2,2015,June,4,1,0,A
Romani people,Ellan Vannin,1,3,CONIFA European Football Cup,Debrecen,Hungary,True,Ellan Vannin,2,2015,June,4,1,0,A
Chile,Bolivia,5,0,Copa América,Santiago,Chile,False,Chile,5,2015,June,5,1,0,H
Mexico,Ecuador,1,2,Copa América,Rancagua,Chile,True,Ecuador,1,2015,June,3,1,0,A
Felvidék,County of Nice,1,4,CONIFA European Football Cup,Debrecen,Hungary,True,County of Nice,3,2015,June,5,1,0,A
Padania,Ellan Vannin,1,0,CONIFA European Football Cup,Debrecen,Hungary,True,Padania,1,2015,June,1,1,0,H
Székely Land,Romani people,2,4,CONIFA European Football Cup,Debrecen,Hungary,False,Romani people,2,2015,June,6,1,0,A
Argentina,Jamaica,1,0,Copa América,Viña del Mar,Chile,True,Argentina,1,2015,June,1,1,0,H
Mozambique,Seychelles,5,1,African Nations Championship,Beira,Mozambique,False,Mozambique,4,2015,June,6,1,0,H
Senegal,Gambia,3,1,African Nations Championship,Dakar,Senegal,False,Senegal,2,2015,June,4,1,0,H
South Africa,Mauritius,3,0,African Nations Championship,Johannesburg,South Africa,False,South Africa,3,2015,June,3,1,0,H
Tanzania,Uganda,0,3,African Nations Championship,Zanzibar,Tanzania,False,Uganda,3,2015,June,3,1,0,A
Uruguay,Paraguay,1,1,Copa América,La Serena,Chile,True,Tie,0,2015,June,2,1,1,T
County of Nice,Ellan Vannin,3,1,CONIFA European Football Cup,Debrecen,Hungary,True,County of Nice,2,2015,June,4,1,0,H
Padania,Felvidék,5,0,CONIFA European Football Cup,Debrecen,Hungary,True,Padania,5,2015,June,5,1,0,H
Brazil,Venezuela,2,1,Copa América,Santiago,Chile,True,Brazil,1,2015,June,3,1,0,H
Colombia,Peru,0,0,Copa América,Temuco,Chile,True,Tie,0,2015,June,0,1,1,T
Djibouti,Burundi,1,2,African Nations Championship,Djibouti,Djibouti,False,Burundi,1,2015,June,3,1,0,A
Ethiopia,Kenya,2,0,African Nations Championship,Bahir Dar,Ethiopia,False,Ethiopia,2,2015,June,2,1,0,H
Lesotho,Botswana,0,0,African Nations Championship,Maseru,Lesotho,False,Tie,0,2015,June,0,1,1,T
Mauritania,Sierra Leone,2,1,African Nations Championship,Nouakchott,Mauritania,False,Mauritania,1,2015,June,3,1,0,H
Morocco,Libya,3,0,African Nations Championship,Casablanca,Morocco,False,Morocco,3,2015,June,3,1,0,H
Namibia,Zambia,2,1,African Nations Championship,Windhoek,Namibia,False,Namibia,1,2015,June,3,1,0,H
Eswatini,Angola,2,2,African Nations Championship,Lobamba,Eswatini,False,Tie,0,2015,June,4,1,1,T
Zimbabwe,Comoros,2,0,African Nations Championship,Harare,Zimbabwe,False,Zimbabwe,2,2015,June,2,1,0,H
Ellan Vannin,Felvidék,1,1,CONIFA European Football Cup,Debrecen,Hungary,True,Tie,0,2015,June,2,1,1,T
County of Nice,Padania,1,4,CONIFA European Football Cup,Debrecen,Hungary,True,Padania,3,2015,June,5,1,0,A
Guinea,Liberia,3,1,African Nations Championship,Bamako,Mali,True,Guinea,2,2015,June,4,1,0,H
Chile,Uruguay,1,0,Copa América,Santiago,Chile,False,Chile,1,2015,June,1,1,0,H
Bolivia,Peru,1,3,Copa América,Temuco,Chile,True,Peru,2,2015,June,4,1,0,A
Argentina,Colombia,0,0,Copa América,Viña del Mar,Chile,True,Tie,0,2015,June,0,1,1,T
Brazil,Paraguay,1,1,Copa América,Concepción,Chile,True,Tie,0,2015,June,2,1,1,T
Mexico,Costa Rica,2,2,Friendly,Orlando,United States,True,Tie,0,2015,June,4,1,1,T
Greenland,Menorca,2,2,Island Games,Grouville,Jersey,True,Tie,0,2015,June,4,1,1,T
Saare County,Åland Islands,1,2,Island Games,Grouville,Jersey,True,Åland Islands,1,2015,June,3,1,0,A
Gibraltar,Gotland,2,1,Island Games,St. Peter,Jersey,True,Gibraltar,1,2015,June,3,1,0,H
Ynys Môn,Guernsey,2,5,Island Games,St. Peter,Jersey,True,Guernsey,3,2015,June,7,1,0,A
Falkland Islands,Hitra,2,1,Island Games,St. John,Jersey,True,Falkland Islands,1,2015,June,3,1,0,H
Shetland,Isle of Wight,0,0,Island Games,St. Lawrence,Jersey,True,Tie,0,2015,June,0,1,1,T
Western Isles,Isle of Man,0,9,Island Games,St. Lawrence,Jersey,True,Isle of Man,9,2015,June,9,1,0,A
Jersey,Alderney,6,0,Island Games,St. Helier,Jersey,False,Jersey,6,2015,June,6,1,0,H
Chile,Peru,2,1,Copa América,Santiago,Chile,False,Chile,1,2015,June,3,1,0,H
Isle of Man,Alderney,7,0,Island Games,St. Ouen,Jersey,True,Isle of Man,7,2015,June,7,1,0,H
Jersey,Western Isles,3,0,Island Games,St. Helier,Jersey,False,Jersey,3,2015,June,3,1,0,H
Åland Islands,Greenland,0,2,Island Games,St. Clement,Jersey,True,Greenland,2,2015,June,2,1,0,A
Menorca,Saare County,3,0,Island Games,St. Clement,Jersey,True,Menorca,3,2015,June,3,1,0,H
Guernsey,Gotland,3,0,Island Games,St. Brelade,Jersey,True,Guernsey,3,2015,June,3,1,0,H
Gibraltar,Ynys Môn,1,1,Island Games,St. Helier,Jersey,True,Tie,0,2015,June,2,1,1,T
Isle of Wight,Falkland Islands,3,0,Island Games,St. Ouen,Jersey,True,Isle of Wight,3,2015,June,3,1,0,H
Hitra,Shetland,1,4,Island Games,St. Brelade,Jersey,True,Shetland,3,2015,June,5,1,0,A
Argentina,Paraguay,6,1,Copa América,Concepción,Chile,True,Argentina,5,2015,June,7,1,0,H
Åland Islands,Menorca,1,3,Island Games,St. Clement,Jersey,True,Menorca,2,2015,June,4,1,0,A
Greenland,Saare County,2,1,Island Games,Grouville,Jersey,True,Greenland,1,2015,June,3,1,0,H
Gotland,Ynys Môn,2,3,Island Games,St. Peter,Jersey,True,Ynys Môn,1,2015,June,5,1,0,A
Gibraltar,Guernsey,0,4,Island Games,St. Helier,Jersey,True,Guernsey,4,2015,June,4,1,0,A
Isle of Wight,Hitra,3,1,Island Games,St. Lawrence,Jersey,True,Isle of Wight,2,2015,June,4,1,0,H
Falkland Islands,Shetland,0,5,Island Games,St. Peter,Jersey,True,Shetland,5,2015,June,5,1,0,A
Jersey,Isle of Man,1,2,Island Games,St. John,Jersey,False,Isle of Man,1,2015,June,3,1,0,A
Alderney,Western Isles,2,3,Island Games,St. Peter,Jersey,True,Western Isles,1,2015,June,5,1,0,A
Honduras,Mexico,0,0,Friendly,Houston,United States,True,Tie,0,2015,July,0,1,1,T
Hitra,Alderney,5,1,Island Games,St. Ouen,Jersey,True,Hitra,4,2015,July,6,1,0,H
Gotland,Saare County,2,3,Island Games,St. Ouen,Jersey,True,Saare County,1,2015,July,5,1,0,A
Falkland Islands,Western Isles,1,2,Island Games,St. Brelade,Jersey,True,Western Isles,1,2015,July,3,1,0,A
Gibraltar,Åland Islands,0,0,Island Games,St. Brelade,Jersey,True,Tie,0,2015,July,0,1,1,T
Jersey,Ynys Môn,1,0,Island Games,St. Clement,Jersey,False,Jersey,1,2015,July,1,1,0,H
Isle of Wight,Greenland,1,2,Island Games,St. Clement,Jersey,True,Greenland,1,2015,July,3,1,0,A
Menorca,Guernsey,1,2,Island Games,St. Helier,Jersey,True,Guernsey,1,2015,July,3,1,0,A
Shetland,Isle of Man,1,3,Island Games,St. Helier,Jersey,True,Isle of Man,2,2015,July,4,1,0,A
Peru,Paraguay,2,0,Copa América,Concepción,Chile,True,Peru,2,2015,July,2,1,0,H
Menorca,Shetland,1,0,Island Games,St. Peter,Jersey,True,Menorca,1,2015,July,1,1,0,H
Guernsey,Isle of Man,3,0,Island Games,St. Helier,Jersey,True,Guernsey,3,2015,July,3,1,0,H
Angola,Eswatini,2,0,African Nations Championship,Luanda,Angola,False,Angola,2,2015,July,2,1,0,H
Chile,Argentina,0,0,Copa América,Santiago,Chile,False,Tie,0,2015,July,0,1,1,T
Zambia,Namibia,2,1,African Nations Championship,Lusaka,Zambia,False,Zambia,1,2015,July,3,1,0,H
Malawi,Uganda,1,0,Friendly,Blantyre,Malawi,False,Malawi,1,2015,July,1,1,0,H
Panama,Haiti,1,1,Gold Cup,Frisco,United States,True,Tie,0,2015,July,2,1,1,T
United States,Honduras,2,1,Gold Cup,Frisco,United States,False,United States,1,2015,July,3,1,0,H
Costa Rica,Jamaica,2,2,Gold Cup,Carson,United States,True,Tie,0,2015,July,4,1,1,T
El Salvador,Canada,0,0,Gold Cup,Carson,United States,True,Tie,0,2015,July,0,1,1,T
Mexico,Cuba,6,0,Gold Cup,Chicago,United States,True,Mexico,6,2015,July,6,1,0,H
Trinidad and Tobago,Guatemala,3,1,Gold Cup,Chicago,United States,True,Trinidad and Tobago,2,2015,July,4,1,0,H
Honduras,Panama,1,1,Gold Cup,Foxborough,United States,True,Tie,0,2015,July,2,1,1,T
United States,Haiti,1,0,Gold Cup,Foxborough,United States,False,United States,1,2015,July,1,1,0,H
Costa Rica,El Salvador,1,1,Gold Cup,Houston,United States,True,Tie,0,2015,July,2,1,1,T
Jamaica,Canada,1,0,Gold Cup,Houston,United States,True,Jamaica,1,2015,July,1,1,0,H
Guatemala,Mexico,0,0,Gold Cup,Glendale,United States,True,Tie,0,2015,July,0,1,1,T
Trinidad and Tobago,Cuba,2,0,Gold Cup,Glendale,United States,True,Trinidad and Tobago,2,2015,July,2,1,0,H
Honduras,Haiti,0,1,Gold Cup,Kansas City,United States,True,Haiti,1,2015,July,1,1,0,A
United States,Panama,1,1,Gold Cup,Kansas City,United States,False,Tie,0,2015,July,2,1,1,T
Canada,Costa Rica,0,0,Gold Cup,Toronto,Canada,False,Tie,0,2015,July,0,1,1,T
Jamaica,El Salvador,1,0,Gold Cup,Toronto,Canada,True,Jamaica,1,2015,July,1,1,0,H
Guatemala,Cuba,0,1,Gold Cup,Charlotte,United States,True,Cuba,1,2015,July,1,1,0,A
Trinidad and Tobago,Mexico,4,4,Gold Cup,Charlotte,United States,True,Tie,0,2015,July,8,1,1,T
Haiti,Jamaica,0,1,Gold Cup,Baltimore,United States,True,Jamaica,1,2015,July,1,1,0,A
United States,Cuba,6,0,Gold Cup,Baltimore,United States,False,United States,6,2015,July,6,1,0,H
Mexico,Costa Rica,1,0,Gold Cup,East Rutherford,United States,True,Mexico,1,2015,July,1,1,0,H
Trinidad and Tobago,Panama,1,1,Gold Cup,East Rutherford,United States,True,Tie,0,2015,July,2,1,1,T
Panama,Mexico,1,2,Gold Cup,Atlanta,United States,True,Mexico,1,2015,July,3,1,0,A
United States,Jamaica,1,2,Gold Cup,Atlanta,United States,False,Jamaica,1,2015,July,3,1,0,A
United States,Panama,1,1,Gold Cup,Chester,United States,False,Tie,0,2015,July,2,1,1,T
Jamaica,Mexico,1,3,Gold Cup,Philadelphia,United States,True,Mexico,2,2015,July,4,1,0,A
China PR,South Korea,0,2,EAFF Championship,Wuhan,China PR,False,South Korea,2,2015,August,2,1,0,A
North Korea,Japan,2,1,EAFF Championship,Wuhan,China PR,True,North Korea,1,2015,August,3,1,0,H
China PR,North Korea,2,0,EAFF Championship,Wuhan,China PR,False,China PR,2,2015,August,2,1,0,H
Japan,South Korea,1,1,EAFF Championship,Wuhan,China PR,True,Tie,0,2015,August,2,1,1,T
China PR,Japan,1,1,EAFF Championship,Wuhan,China PR,False,Tie,0,2015,August,2,1,1,T
South Korea,North Korea,0,0,EAFF Championship,Wuhan,China PR,True,Tie,0,2015,August,0,1,1,T
Fiji,Tonga,5,0,Friendly,Ba,Fiji,False,Fiji,5,2015,August,5,1,0,H
Cambodia,Bhutan,2,0,Friendly,Phnom Penh,Cambodia,False,Cambodia,2,2015,August,2,1,0,H
Lebanon,Iraq,2,3,Friendly,Sidon,Lebanon,False,Iraq,1,2015,August,5,1,0,A
Fiji,American Samoa,6,0,Friendly,Nadi,Fiji,False,Fiji,6,2015,August,6,1,0,H
Oman,Yemen,1,0,Friendly,Seeb,Oman,False,Oman,1,2015,August,1,1,0,H
Qatar,Singapore,4,0,Friendly,Doha,Qatar,False,Qatar,4,2015,August,4,1,0,H
Rwanda,Ethiopia,3,1,Friendly,Kigali,Rwanda,False,Rwanda,2,2015,August,4,1,0,H
Tanzania,Libya,1,2,Friendly,Kertepe,Turkey,True,Libya,1,2015,August,3,1,0,A
United Arab Emirates,Burma,1,0,Friendly,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,1,2015,August,1,1,0,H
Laos,Cambodia,2,1,Friendly,Bangkok,Thailand,True,Laos,1,2015,August,3,1,0,H
Malaysia,Bangladesh,0,0,Friendly,Shah Alam,Malaysia,False,Tie,0,2015,August,0,1,1,T
Niger,Burkina Faso,0,0,Friendly,Niamey,Niger,False,Tie,0,2015,August,0,1,1,T
India,Nepal,0,0,Friendly,Pune,India,False,Tie,0,2015,August,0,1,1,T
Lebanon,Palestine,0,0,Friendly,Sidon,Lebanon,False,Tie,0,2015,August,0,1,1,T
Samoa,American Samoa,3,2,Oceania Nations Cup qualification,‘Atele,Tonga,True,Samoa,1,2015,August,5,1,0,H
Tonga,Cook Islands,0,3,Oceania Nations Cup qualification,‘Atele,Tonga,False,Cook Islands,3,2015,August,3,1,0,A
Congo,Ghana,2,3,Friendly,Brazzaville,Congo,False,Ghana,1,2015,September,5,1,0,A
Cook Islands,Samoa,1,0,Oceania Nations Cup qualification,‘Atele,Tonga,True,Cook Islands,1,2015,September,1,1,0,H
Tonga,American Samoa,1,2,Oceania Nations Cup qualification,‘Atele,Tonga,False,American Samoa,1,2015,September,3,1,0,A
Australia,Bangladesh,5,0,FIFA World Cup qualification,Perth,Australia,False,Australia,5,2015,September,5,1,0,H
Azerbaijan,Croatia,0,0,UEFA Euro qualification,Baku,Azerbaijan,False,Tie,0,2015,September,0,1,1,T
Bahrain,North Korea,0,1,FIFA World Cup qualification,Riffa,Bahrain,False,North Korea,1,2015,September,1,1,0,A
Belgium,Bosnia and Herzegovina,3,1,UEFA Euro qualification,Brussels,Belgium,False,Belgium,2,2015,September,4,1,0,H
Bulgaria,Norway,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,Norway,1,2015,September,1,1,0,A
China PR,Hong Kong,0,0,FIFA World Cup qualification,Shenzhen,China PR,False,Tie,0,2015,September,0,1,1,T
Cyprus,Wales,0,1,UEFA Euro qualification,Nicosia,Cyprus,False,Wales,1,2015,September,1,1,0,A
Czech Republic,Kazakhstan,2,1,UEFA Euro qualification,Plzeň,Czech Republic,False,Czech Republic,1,2015,September,3,1,0,H
Iran,Guam,6,0,FIFA World Cup qualification,Teheran,Iran,False,Iran,6,2015,September,6,1,0,H
Iraq,Chinese Taipei,5,1,FIFA World Cup qualification,Teheran,Iran,True,Iraq,4,2015,September,6,1,0,H
Israel,Andorra,4,0,UEFA Euro qualification,Haifa,Israel,False,Israel,4,2015,September,4,1,0,H
Italy,Malta,1,0,UEFA Euro qualification,Florence,Italy,False,Italy,1,2015,September,1,1,0,H
Japan,Cambodia,3,0,FIFA World Cup qualification,Saitama,Japan,False,Japan,3,2015,September,3,1,0,H
Jordan,Kyrgyzstan,0,0,FIFA World Cup qualification,Irbid,Jordan,False,Tie,0,2015,September,0,1,1,T
South Korea,Laos,8,0,FIFA World Cup qualification,Hwaseong,South Korea,False,South Korea,8,2015,September,8,1,0,H
Kuwait,Burma,9,0,FIFA World Cup qualification,Doha,Qatar,True,Kuwait,9,2015,September,9,1,0,H
Netherlands,Iceland,0,1,UEFA Euro qualification,Amsterdam,Netherlands,False,Iceland,1,2015,September,1,1,0,A
Oman,Turkmenistan,3,1,FIFA World Cup qualification,Seeb,Oman,False,Oman,2,2015,September,4,1,0,H
Philippines,Maldives,2,0,Friendly,Manila,Philippines,False,Philippines,2,2015,September,2,1,0,H
Qatar,Bhutan,15,0,FIFA World Cup qualification,Doha,Qatar,False,Qatar,15,2015,September,15,1,0,H
Saudi Arabia,East Timor,7,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,Saudi Arabia,7,2015,September,7,1,0,H
Syria,Singapore,1,0,FIFA World Cup qualification,Muscat,Oman,True,Syria,1,2015,September,1,1,0,H
Thailand,Afghanistan,2,0,Friendly,Bangkok,Thailand,False,Thailand,2,2015,September,2,1,0,H
Turkey,Latvia,1,1,UEFA Euro qualification,Konya,Turkey,False,Tie,0,2015,September,2,1,1,T
United Arab Emirates,Malaysia,10,0,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,10,2015,September,10,1,0,H
Uzbekistan,Yemen,1,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Uzbekistan,1,2015,September,1,1,0,H
American Samoa,Cook Islands,2,0,Oceania Nations Cup qualification,‘Atele,Tonga,True,American Samoa,2,2015,September,2,1,0,H
Curaçao,El Salvador,0,1,FIFA World Cup qualification,Willemstad,Curaçao,False,El Salvador,1,2015,September,1,1,0,A
Denmark,Albania,0,0,UEFA Euro qualification,Copenhagen,Denmark,False,Tie,0,2015,September,0,1,1,T
Djibouti,Togo,0,2,African Cup of Nations qualification,Djibouti,Djibouti,False,Togo,2,2015,September,2,1,0,A
Faroe Islands,Northern Ireland,1,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False,Northern Ireland,2,2015,September,4,1,0,A
Georgia,Scotland,1,0,UEFA Euro qualification,Tbilisi,Georgia,False,Georgia,1,2015,September,1,1,0,H
Germany,Poland,3,1,UEFA Euro qualification,Frankfurt am Main,Germany,False,Germany,2,2015,September,4,1,0,H
Gibraltar,Republic of Ireland,0,4,UEFA Euro qualification,Faro,Portugal,True,Republic of Ireland,4,2015,September,4,1,0,A
Greece,Finland,0,1,UEFA Euro qualification,Piraeus,Greece,False,Finland,1,2015,September,1,1,0,A
Grenada,Haiti,1,3,FIFA World Cup qualification,St. George's,Grenada,False,Haiti,2,2015,September,4,1,0,A
Hungary,Romania,0,0,UEFA Euro qualification,Budapest,Hungary,False,Tie,0,2015,September,0,1,1,T
Portugal,France,0,1,Friendly,Lisbon,Portugal,False,France,1,2015,September,1,1,0,A
Serbia,Armenia,2,0,UEFA Euro qualification,Novi Sad,Serbia,False,Serbia,2,2015,September,2,1,0,H
Tonga,Samoa,0,3,Oceania Nations Cup qualification,‘Atele,Tonga,False,Samoa,3,2015,September,3,1,0,A
Venezuela,Honduras,0,3,Friendly,Puerto Ordaz,Venezuela,False,Honduras,3,2015,September,3,1,0,A
Austria,Moldova,1,0,UEFA Euro qualification,Vienna,Austria,False,Austria,1,2015,September,1,1,0,H
Botswana,Burkina Faso,1,0,African Cup of Nations qualification,Francistown,Botswana,False,Botswana,1,2015,September,1,1,0,H
Chile,Paraguay,3,2,Friendly,Santiago,Chile,False,Chile,1,2015,September,5,1,0,H
Comoros,Uganda,0,1,African Cup of Nations qualification,Mitsamiouli,Comoros,False,Uganda,1,2015,September,1,1,0,A
Costa Rica,Brazil,0,1,Friendly,Harrison,United States,True,Brazil,1,2015,September,1,1,0,A
Estonia,Lithuania,1,0,UEFA Euro qualification,Tallinn,Estonia,False,Estonia,1,2015,September,1,1,0,H
Gabon,Sudan,4,0,Friendly,Libreville,Gabon,False,Gabon,4,2015,September,4,1,0,H
Guinea-Bissau,Congo,2,4,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,Congo,2,2015,September,6,1,0,A
Liberia,Tunisia,1,0,African Cup of Nations qualification,Monrovia,Liberia,False,Liberia,1,2015,September,1,1,0,H
Luxembourg,North Macedonia,1,0,UEFA Euro qualification,Luxembourg,Luxembourg,False,Luxembourg,1,2015,September,1,1,0,H
Mauritania,South Africa,3,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,Mauritania,2,2015,September,4,1,0,H
Montenegro,Liechtenstein,2,0,UEFA Euro qualification,Podgorica,Montenegro,False,Montenegro,2,2015,September,2,1,0,H
Namibia,Senegal,0,2,African Cup of Nations qualification,Windhoek,Namibia,False,Senegal,2,2015,September,2,1,0,A
Russia,Sweden,1,0,UEFA Euro qualification,Moscow,Russia,False,Russia,1,2015,September,1,1,0,H
Rwanda,Ghana,0,1,African Cup of Nations qualification,Kigali,Rwanda,False,Ghana,1,2015,September,1,1,0,A
San Marino,England,0,6,UEFA Euro qualification,Serravalle,San Marino,False,England,6,2015,September,6,1,0,A
São Tomé and Príncipe,Morocco,0,3,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,Morocco,3,2015,September,3,1,0,A
Seychelles,Ethiopia,1,1,African Cup of Nations qualification,Victoria,Seychelles,False,Tie,0,2015,September,2,1,1,T
South Sudan,Equatorial Guinea,1,0,African Cup of Nations qualification,Juba,South Sudan,False,South Sudan,1,2015,September,1,1,0,H
Spain,Slovakia,2,0,UEFA Euro qualification,Oviedo,Spain,False,Spain,2,2015,September,2,1,0,H
Switzerland,Slovenia,3,2,UEFA Euro qualification,Basel,Switzerland,False,Switzerland,1,2015,September,5,1,0,H
Tanzania,Nigeria,0,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,Tie,0,2015,September,0,1,1,T
Ukraine,Belarus,3,1,UEFA Euro qualification,L'viv,Ukraine,False,Ukraine,2,2015,September,4,1,0,H
Bosnia and Herzegovina,Andorra,3,0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,Bosnia and Herzegovina,3,2015,September,3,1,0,H
Central African Republic,DR Congo,2,0,African Cup of Nations qualification,Bangui,Central African Republic,False,Central African Republic,2,2015,September,2,1,0,H
Chad,Egypt,1,5,African Cup of Nations qualification,N'Djamena,Chad,False,Egypt,4,2015,September,6,1,0,A
Cyprus,Belgium,0,1,UEFA Euro qualification,Nicosia,Cyprus,False,Belgium,1,2015,September,1,1,0,A
Iceland,Kazakhstan,0,0,UEFA Euro qualification,Reykjavík,Iceland,False,Tie,0,2015,September,0,1,1,T
Italy,Bulgaria,1,0,UEFA Euro qualification,Palermo,Italy,False,Italy,1,2015,September,1,1,0,H
Latvia,Czech Republic,1,2,UEFA Euro qualification,Riga,Latvia,False,Czech Republic,1,2015,September,3,1,0,A
Lesotho,Algeria,1,3,African Cup of Nations qualification,Maseru,Lesotho,False,Algeria,2,2015,September,4,1,0,A
Libya,Cape Verde,1,2,African Cup of Nations qualification,Cairo,Egypt,True,Cape Verde,1,2015,September,3,1,0,A
Madagascar,Angola,0,0,African Cup of Nations qualification,Antananarivo,Madagascar,False,Tie,0,2015,September,0,1,1,T
Malta,Azerbaijan,2,2,UEFA Euro qualification,Attard,Malta,False,Tie,0,2015,September,4,1,1,T
Mauritius,Mozambique,1,0,African Cup of Nations qualification,Curepipe,Mauritius,False,Mauritius,1,2015,September,1,1,0,H
Norway,Croatia,2,0,UEFA Euro qualification,Oslo,Norway,False,Norway,2,2015,September,2,1,0,H
Sierra Leone,Ivory Coast,0,0,African Cup of Nations qualification,Port Harcourt,Nigeria,True,Tie,0,2015,September,0,1,1,T
Eswatini,Malawi,2,2,African Cup of Nations qualification,Lobamba,Eswatini,False,Tie,0,2015,September,4,1,1,T
Turkey,Netherlands,3,0,UEFA Euro qualification,Konya,Turkey,False,Turkey,3,2015,September,3,1,0,H
Wales,Israel,0,0,UEFA Euro qualification,Cardiff,Wales,False,Tie,0,2015,September,0,1,1,T
Albania,Portugal,0,1,UEFA Euro qualification,Elbasan,Albania,False,Portugal,1,2015,September,1,1,0,A
Armenia,Denmark,0,0,UEFA Euro qualification,Yerevan,Armenia,False,Tie,0,2015,September,0,1,1,T
Burma,New Zealand,1,1,Friendly,Rangoon,Burma,False,Tie,0,2015,September,2,1,1,T
Finland,Faroe Islands,1,0,UEFA Euro qualification,Helsinki,Finland,False,Finland,1,2015,September,1,1,0,H
France,Serbia,2,1,Friendly,Bordeaux,France,False,France,1,2015,September,3,1,0,H
Republic of Ireland,Georgia,1,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Republic of Ireland,1,2015,September,1,1,0,H
Northern Ireland,Hungary,1,1,UEFA Euro qualification,Belfast,Northern Ireland,False,Tie,0,2015,September,2,1,1,T
Poland,Gibraltar,8,1,UEFA Euro qualification,Warsaw,Poland,False,Poland,7,2015,September,9,1,0,H
Romania,Greece,0,0,UEFA Euro qualification,Bucharest,Romania,False,Tie,0,2015,September,0,1,1,T
Scotland,Germany,2,3,UEFA Euro qualification,Glasgow,Scotland,False,Germany,1,2015,September,5,1,0,A
Afghanistan,Japan,0,6,FIFA World Cup qualification,Teheran,Iran,True,Japan,6,2015,September,6,1,0,A
